Headline,Body ID,Stance
"Soon Marijuana May Lead to Ticket, Not Arrest, in New York",139,0
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",305,0
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,304,0
Guantanamo Detainee Exchanged for American POW Attempts a Return to Battle,209,3
"Israel opens dams, floods Gaza",1808,0
Airport worker strips naked at security scanner in protest against guards,195,0
Axl Rose Dead? Of Course Not — Tiresome Internet Death Hoax Plague Hits Guns N’ Roses Frontman,724,0
CNN Posts Alleged Audio of Michael Brown Shooting,1403,0
Spiderman' squished: Perth experts debunk spider burrowing claims,2042,1
God Is A Woman – Resurrected Father Narated,2515,1
ISIS Beheads American Journalist,2130,0
ISIS Claims to Have Intercepted Supplies From U.S. Airdrop,666,0
"Boko Haram Could Release Kidnapped Girls, Nigerian Officials Say",840,3
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,2124,0
SEND IN THE DRONES: Predator drones flown over IS headquarters in Syria,304,0
Al-Shabaab Terror Group Leader Killed in U.S. Airstrike,1936,0
US hostage Luke Somers dies after rescue bid,298,0
Audio of gunfire in Michael Brown case authenticated by app company,2044,0
Seth Rogen to Play Apple’s Steve Wozniak,1539,0
ISIL allegedly kills US journalist in video,1040,0
"American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",539,0
Report: Audio Reveals Pause Between Gunshots When Michael Brown Was Shot,2118,3
"James Foley: American Journalist, James Wright Foley Beheaded in New ISIS Video [Breaking News]",1786,0
Taylor Lianne Chandler: Everything you need to know about Michael Phelps’ intersex girlfriend,2322,3
"Managua explosion not a meteorite, NASA suggests",1073,3
"Obama, Outraged Over Beheading, Vows to Stay on Course",1280,0
Fears journalist James Wright Foley beheaded by Islamic State jihadists in ‘message’ to United States,2524,3
DHS Rebuffs Congressman’s Claim ISIS Infiltrating Southern Border,220,0
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,2072,0
Obama: murder of James Foley 'shocks the conscience of the entire world',1351,0
"SEE IT: ISIS militants caught trying to cross border into Texas, Congressman claims",972,0
‘Star Wars: The Force Awakens’ May Get An Early Release Date—Report,119,0
Apple Watch reportedly features unannounced diagnostics port under strap connector,1393,0
"No, a spider (probably) didn't crawl through a man's body for several days",1864,3
The Image That Everyone Is Sharing By 'Banksy' Isn't By Banksy — But It's Awesome,1267,0
Aaron Sorkin Confirms Christian Bale Will Play Steve Jobs,1841,2
North Korean leader Kim Jong-un to open restaurant in Scotland,2309,3
iPhone Game Developer Quits Job By Hiding The Greatest Letter Of Resignation Ever Inside His Game,879,0
Amazon Is Going To Open A Physical Store!,428,0
Nationwide turkey recall? Ebola-infected birds? USDA debunks the hoax,1656,0
Is this proof of bigfoot? New 'yeti' video shows giant hairy beast walking through forest,359,3
"Cook said to confirm Apple Watch is showerproof, lasts a day",1224,0
"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2299,0
It’s About To Get Harder To Be Arrested For Pot Possession In New York City,1295,0
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",1883,0
Has this Argentine woman fallen victim to a cruel online hoax? Adult video claiming to show teacher having sex with pupil isn't all it seems,1896,0
ISIS Claims To Have Captured US Airdrop Weapons,693,0
Breaking: Soldier shot at National War Memorial in Ottawa,1437,3
Kim Jong-Un's Sister Takes Control in North Korea,2046,0
Nasty iOS 8 Bug Could Erase Your iCloud Drive Documents,906,0
New Audio Recording From Ferguson May Capture Michael Brown Shooting,2481,3
Tim Cook Reportedly Reveals Apple Watch Waterproofing Has Improved,304,0
"Hostage David Haines' Murder 'Evil', PM Says",1528,0
Paul Rudd Is Not the Viral Video Hero Who Tackled a Gay Basher in Dallas,1647,0
Is There an ISIS Threat on the Texas-Mexico Border or Not?,1565,0
Does Vogue's New Office Have a Rat Infestation?,754,0
CNN Airs Alleged Audio from Michael Brown Shooting,450,0
"Boko Haram Denies Ceasefire, Says Kidnapped Girls Are Now Married",903,0
"Seven High School Girls Get Pregnant On Five-Day School Trip, Parents Outraged",208,0
"Sadly, Pumpkin Spice Condoms Aren't A Thing After All",2118,0
NASA Raises Doubts About Reports of Nicaraguan Meteorite,1825,3
"U.S. accidentally delivered weapons to the Islamic State by airdrop, militants say",2448,0
Man chops off own penis after being dumped by his girlfriend,1347,0
"Etats-Unis: Mort pendant 48 minutes, un prêtre affirme que Dieu est une femme",2515,1
Obama: murder of James Foley 'shocks the conscience of the entire world',1251,0
Kanye Banned,2255,3
"Palestine accuses Israel of opening dams, flooding Gaza, forcing evacuations",289,0
Boko Haram denies it has agreed ceasefire,402,0
IRAQI HEALTH OFFICIAL: EBOLA HAS KILLED 5 ISIS FIGHTERS,1040,3
"Islamic State Training Pilots in Military Jets, Monitors Say",1294,0
Canadian Soldier Shot At Ottawa War Memorial: Report,1795,0
Psychoactive magic mushroom found in grounds of Buckingham Palace,1560,0
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,1709,3
Founding Fathers-Era Time Capsule Found in Boston,1471,0
Wife and child of Islamic State leader Baghdadi held in Lebanon,1913,0
DHS: GOP Rep.’s Claim ISIS Members Caught at U.S. Border ‘Categorically False’,2042,0
Oscar winner Christian Bale to play Steve Jobs in upcoming biopic,454,2
Dog abandoned at railway station with suitcase set for happy ending as offers pour in,304,0
Russian Yeti Or Bigfoot Hoax? New Footage Sparks Debate,837,0
Cold Turkey,2213,0
Media reports identify Londoner as Islamic State's ‘Jihadi John’,1815,0
"Brian Williams: No, Our Meteorologist Was Not Peeing on Live TV",2002,0
Accountant Says Comcast Got Him Fired for Contesting Bogus Charges,32,0
Journalist James Wright Foley reportedly beheaded by ISIS,1982,0
New York City Plans to End Arrests for Possession of Small Amounts of Marijuana,1802,3
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1661,0
Chinese parents try to SELL their son to pay for medical treatment for his sick twin sister,1225,0
Christian Bale in Talks to Play Steve Jobs (Exclusive),686,0
"Is North Korea, world's most secret state, really planning a new restaurant in Scotland?",17,0
"Stainless steel Apple Watch could cost just $499, but gold will be 10 times as pricey",1651,0
Priest who died for 48 minutes says he met God and she’s a woman,808,1
"TEXAS TURKEY FARM CONTAMINATED WITH EBOLA, OVER 250,000 HOLIDAY TURKEYS INFECTED",1689,0
Mexico Says Students Not Among Dead in Mass Grave,1984,1
ISIS Beheads Kidnapped Photojournalist James Wright Foley in Horrific Video Message to the U.S.,2287,0
Mystery man slaps shoppers around head for sneezing,87,0
Here's video of a bird pooping on Vladimir Putin in the middle of a speech,2463,0
"Apple Reportedly Preparing 12-inch MacBook Air, Thinner and Lighter than Existing Models",1893,0
Nun gives birth to surprise baby after complaining of stomach pains,2009,0
Report: Possible audio tape of Michael Brown shooting,346,0
"Apple's New MacBook Will Be A Thinner, Cleaner, Faster 12-Inch MacBook Air",2039,1
Former British Rapper Reportedly Under Investigation for James Foley Beheading,2379,0
Seth Rogen To Play Steve Wozniak In Steve Jobs Biopic,704,3
Mechanical polar bear ‘threatened with ASBO for singing Christmas songs’,1205,3
Banksy arrest hoax: Internet duped by fake report claiming that the street artist's identity has been revealed,1020,0
Report: Secret Service Lied About White House Fence Jumper,2068,0
Sugarhill Gang rapper Big Bank Hank dies aged 57,2118,0
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1857,0
Islamic State claims it executed American photojournalist James Foley,2296,0
Report: Exec popped for $300k dinner after run at blackjack,1268,3
"Jeh Johnson: Politicians Shouldn't 'Feed The Flames Of Fear' Over ISIS, Ebola",1931,2
Was The Video Of That Homeless Man Doing Good Deeds With $100 All An Elaborate Hoax!?,676,0
Islamic State Militants Claim to Have Beheaded US Journalist James Wright Foley,1206,3
Tropical spider burrows under man's skin through scar,962,0
Christian Bale set to play Steve Jobs in forthcoming biopic of Apple co-founder,1839,0
Breaking: Soldier shot at National War Memorial in Ottawa,1950,0
Seth Rogen reported to play Woz in the upcoming Steve Jobs movie,2410,0
"""Categorically False"": DHS Debunks Right-Wing Fiction That ISIS Attempted To Cross The U.S.- Mexico Border",2266,3
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,1979,0
NBC weatherman caught urinating in the woods live on air,304,0
Comcast blocks Tor,1280,0
Mass grave found after 40 students disappear in Mexican protest,1405,3
"Confusion swirls, details murky in arrest of ISIS leader's 'wife'",1921,0
James Foley remembered as 'brave and tireless' journalist,2419,0
’6 Days Darkness in December 2014′ 100% Fake; NASA Confirmed 3 Days Total Darkness Hoax as Well,1689,0
Soldier shot near Canadian parliament building,964,0
Met police denies reports of Banksy arrest,1269,0
New policy could reduce marijuana possession arrests,1920,3
Man chops off own penis after being dumped by his girlfriend,1237,0
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,1314,3
Canadian-Israeli Woman May Have Been Captured In Syria: Reports,387,0
New iOS 8 bug can delete all of your iCloud documents,2070,0
Robot security guards now patrolling Microsoft's Silicon Valley campus,1074,0
I aborted my baby because it was a boy,2431,0
Zack Snyder’s ‘Batman V Superman: Dawn Of Justice’ Stolen Batmobile Rumor Put To Rest,1939,0
Hope Fades for Girls' Release After Boko Haram 'Truce' Breached,2314,0
#ISIS beheads photojournalist James Wright Foley in a massage to US to end its intervention in #Iraq.,2388,3
"US hostage 'murdered' by militants in Yemen, says Hagel",2495,0
Saudi cleric condemns snowmen as anti-Islamic,1950,0
"US, UK eye rapper as British-born militant who beheaded journalist James Foley",1036,3
Kim Jong-un 'set to open a new restaurant in SCOTLAND',40,0
"Soldier shot, Parliament locked down after gunfire erupts at war memorial",633,0
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,571,0
Saudi Arabian cleric issues fatwa against snowmen,1921,0
ISIS Beheads American Journalist,1549,0
Jihadi John' identified: ISIS killer named as Mohammed Emwazi from West London,1355,0
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",2495,3
Angry mob hacks off alleged rapist's genitals with meat cleaver after dragging him into butchers,1289,0
ISIS Militants Allegedly Contracted Ebola,2404,0
GRAPHIC CONTENT: Girl sneers at man's tiny penis so he CHOPS IT OFF and bins it,2330,0
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",1857,0
Jihadi John': Isis fighter named as Mohammed Emwazi from west London,472,0
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',2508,0
‘Jihadi John’: The Islamic State killer behind the mask is a young Londoner,1427,0
WTC rats scare off Anna Wintour,959,3
Fence-jumper made it farther in White House than Secret Service let on,1772,0
Macaulay Culkin Dead: Internet Death Hoax Claims Actor Found Dead In Apartment,2341,1
BiH: Seven Primary School Students Pregnant After Five-Day Excursion,1140,1
"Reports: Jihadists Steal Commercial Jets, Raise 9/11 Fears",1644,0
Is There an ISIS Threat on the Texas-Mexico Border or Not?,2093,3
"Paradise is open to all, even dogs, Pope tells boy",2002,0
"Explosion reported near the Nicaraguan capital attributed to meteorite impact, but experts, including NASA, cast doubt on claims",1622,3
Obama denounces killing of journalist James Foley and pledges ‘justice’,1547,0
Boko Haram 'to release abducted schoolgirls' as part of ceasefire agreement,992,0
Report: Former Baseball Star Jose Canseco Accidentally Shot At Home,2156,0
Audio recording of Michael Brown being gunned down WAS made at the time he was killed: App company appears to confirm tape of ELEVEN bullets being fired - including final volley of 'kill shots',2403,0
6 Islamist militants killed in US attack in Somalia,2296,0
"Unconfirmed: ISIS Claims Kayla Mueller, American Female Hostage, Is Dead",959,0
Kim Jong-un So Fat He Injured His Ankles,1689,0
"No, Saudi TV Didn't Blur Out Michelle Obama's Face When the President Met King Salman",235,1
Real-life Magneto boy 'becomes living magnet' after getting massive electric shock from street lamp,2203,3
Report: Exec popped for $300k dinner after run at blackjack,500,0
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",1637,1
Nun who gave birth ‘had no idea’ she was pregnant,2058,0
"No, that broken pencil illustration isn't by Banksy",1688,3
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,7,0
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,2115,0
"That Story About a Catholic Priest Dying, Seeing God as a Woman, and Coming Back to Life? It’s Almost Definitely Fake",387,0
"Eyewitness: Viral Video That Netted $130K in Donations ""is Bullshit""",1940,0
Identity of ISIS terrorist known as 'Jihadi John' reportedly revealed,1543,0
WHO says reports of suspected Ebola cases in Iraq are untrue,1013,0
Did a plumber's pick-up truck from Texas end up carrying an anti-aircraft gun for Islamic fighters on the front lines of Syria?,2344,0
Schoolboy almost killed by electric shock claims he now has superpowers like Magneto,2070,0
Indian civil servant sacked 'after 24-year sickie',568,0
Attorney: New audio reveals pause in gunfire when Michael Brown was shot,499,3
Another American hostage at risk by Islamic state,2127,0
BREAKING NEWS: ISIS beheads missing American journalist James Wright Foley as warning to US to cease action in Iraq,11,0
"North Korean leader Kim Jong Un had ankle surgery, report says",2441,0
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,1125,0
Christian Bale in Talks to Play Steve Jobs (Exclusive),1939,0
Texas City plumber's truck ends up in Syrian war,1481,0
"BATMOBILE NOT STOLEN, MTV CONTEST PRIZE REMAINS UNCLAIMED",917,1
ISIS Releases YouTube Video Showing 10-Year-Old 'Martyr' Allegedly Killed in Battle,2432,0
ISIS Beheads American Journalist James Foley in Video Message to U.S.,2296,0
Hunt for 'cruel' owner who abandoned dog at train station,2313,0
A soldier has been shot at Canada’s war memorial just steps away from the nation’s parliament,1071,3
6 Islamist militants killed in US attack in Somalia,2115,0
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1519,3
Newly-Found Document Holds Eyewitness Account of Jesus Performing Miracle,213,0
Tiger Woods prices private island at $7.1 million,181,0
Norfolk Man Pays £300 For His Constipated Goldfish To Have Lifesaving Surgery,1808,0
For sale: Tiger's former island in Sweden,240,0
"Comfort eating? Chinese woman, 26, spends an entire WEEK in KFC after being dumped by boyfriend",1551,1
Did Kim Yo-Jong Take Kim Jong Un’s Role? North Korea Ill Health Rumors Are ‘Fabricated’,465,0
Islamic State Declares Captured Aid Worker to be 'Innocent',2254,3
BREAKING UDPATED: ISIS REPORTEDLY USE CHEMICAL WEAPONS IN KOBANE,30,0
$YUM Serving Up #Marijuana & Fried Chicken,1011,0
Man Known as ‘Jihadi John’ Is Identified as Mohammed Emwazi,1939,3
Lawmaker Says ‘At Least 10′ Islamic State Fighters Have Been Captured at the Southern U.S. Border,2385,3
Judd Nelson Death Hoax: FOX News Impersonator Claims Actor Found Dead In Los Angeles Condo,2080,0
#HairGate: iPhone 6 Customers Are Complaining That The Phone Is Ripping Out Their Hair,1661,0
US hostage Luke Somers dies after rescue bid,892,3
"Viral Video Of Homeless Man Spending $100 On Food For Other Homeless Was Faked, Witness Says",2472,0
US Intel: Taliban Man Released From Gitmo in Bergdahl Deal is Back to Militant Activity,2531,3
Boko Haram denies truce to release kidnapped schoolgirls,2314,0
Nigerians doubtful of girls' release after Boko Haram 'truce' breached,34,0
Report: Israeli-Canadian woman fighting Islamic State has been kidnapped by terror group,573,0
Christian Bale to play Steve Jobs in upcoming biopic,2520,0
Police hunt tweed-jacket wearing man who slaps shoppers for SNEEZING,2114,0
NEWS/ Meet the Teletubbies Sun Baby: 19-Year-Old Jess Smith Reveals Herself as the Smiling Face Who Looked Over Teletubbyland,2081,0
Luke Somers: British-born photojournalist 'killed by al-Qaeda after failed rescue attempt in Yemen',1649,3
Homeland Security: No ISIL fighters on U.S. border,61,0
Kurds fear Isis use of chemical weapon in Kobani,1968,0
#RIPFidel fuels false rumors of Cuban leader's death after another Fidel Castro dies,892,0
A bunch of cool health features were cut from the Apple Watch at the last minute,116,0
Russian Man Wakes Up to Find His Testicles Have Been Stolen,2147,0
Was Alleged Audio of Michael Brown Shooting on CNN a Hoax?,472,0
"In Kim Jong Un's absence, his sister may rule. Or not.",817,3
Zack Snyder Responds to Fake Stolen Batmobile Report,137,0
"ISIS Militants Have Contracted Ebola: Iraqi, Kurdish Media Reports",1899,0
Man chops off own penis after being dumped by his girlfriend,714,0
Kidnapped Nigerian schoolgirls: Government claims ceasefire deal with Boko Haram that will bring missing girls home,1340,3
WHO says reports of suspected Ebola cases in Iraq are untrue,304,0
"Suspected meteorite leaves crater in Managua, is linked to asteroid",1744,0
Has The Batman Vs. Superman Batmobile Been Stolen In Detroit?,648,0
Isis supporters claim US hostage killed in coalition air strike in Syria,663,0
Alleged audio of Michael Brown shooting released,2147,0
American Predator Drone Circling Islamic State’s Stronghold,1170,0
"Rare meteorite impact causes blast in Nicaragua's capital, Managua",1213,2
White House Fence Jumper Made It Further Into Building Than Reported,1426,0
Big Bank Hank dead: Sugarhill Gang member and rapper dies aged 57,281,0
"James Foley, Missing American Photojournalist, Reportedly Executed By ISIS In Syria",533,0
"Boko Haram claims to have German hostage, denies ceasefire",2520,0
"Rumor: Gold Apple Watch Edition priced up to $5,000, steel version at $500, will debut on Feb. 14",1107,0
KANYE WEST BARRED FROM ALL FUTURE AWARDS SHOWS,1595,0
"Six months after abducting Nigerian schoolgirls, Boko Haram reportedly wants to free them",2078,0
PGA Tour Denies Claim That Tiger Woods Failed A Drug Test,1406,0
"Tropical spider burrows under man's skin, lives there for three days",859,0
Boko Haram denies ceasefire claim by Nigeria's government,903,0
"Hostage David Haines' Murder 'Evil', PM Says",331,0
"Piper Jaffray pegs stainless steel Apple Watch price at $499, Edition at $4,999",40,0
"American bombing had signed my death certificate': Missing US journalist James Wright Foley goes unflinching to his death as ISIS behead him in horrific video, as a warning to Obama",2047,3
ISIS Beheading of U.S. Journalist James Foley Posted to YouTube,481,3
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,1818,3
"Apple Watch pricing: Will you spend $5000 for Gold edition, $500 for stainless steel?",1651,0
Wife and son of Islamic State leader Abu Bakr al-Baghdadi detained in Lebanon,682,0
Taliban member swapped by Obama for Bowe Bergdahl tried to return to terror: report,625,0
Who Is Michael Zehaf-Bibeau? Ottawa Shooter Suspect Identified By Canadian Officials,1883,0
Kimye’s Fault? Anna Wintour’s NYC ‘Vogue’ Offices Hit With Disgusting Rat Infestation: ‘Rat Droppings On Desks’,944,0
Rep. Duncan Hunter: 'At Least 10' ISIS Fighters Caught at Mexican Border,167,0
"Rare Case: Seven Bosnian Girls, Aged 13 And 14, Fall Pregnant After Five-Day School Trip; Parents Outraged After School Cites 'Parental Neglect'",1221,0
Report—Jose Canseco accidentally shot at his home tonight,1154,3
Government fires employee who skipped work for 24 years,1951,1
"Wife, child of Islamic State head Abu Bakr al-Baghdadi held in Lebanon, officials say",2155,3
No hard evidence' of Isis claims it kidnapped Canadian-Israeli woman Gill Rosenberg,2147,0
Schoolboy who got electric shock from lamppost claims he now has magnetic powers,308,0
Audio recording allegedly captures moment Michael Brown was shot,2248,0
Expert casts doubt on Bunbury man Dylan Thomas’s burrowing stomach-spider story,859,0
Saudi Arabia 'fatwa over building of snowmen',942,0
"Rodney Constantine, Newfoundland Suspect, Keeps Facebook Pledge To Turn Himself In",467,0
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",2463,3
"L. Jinny? Abdel-Majed Abdel Bary, UK Rapper, Suspected in James Foley Killing: Reports",1661,0
Michael Phelps' girlfriend was born male but did not tell swimmer about her past,1658,0
Journalist James Wright Foley reportedly beheaded by ISIS,1580,3
"Islamic State training fighter pilots in captured jets, monitoring group says",1606,3
Christian Bale Exits Steve Jobs Movie (Exclusive),945,2
"12in Retina MacBook Air release date rumours: All-new 12in MacBook Air design for 2015, launching at WWDC?",2509,0
Sources: Guns N' Roses Frontman Axl Rose Found Dead in West Hollywood Home at Age 52,1271,3
An audio recording of the Michael Brown shooting has reportedly surfaced,499,3
Magic mushrooms found at Buckingham Palace,2092,0
God is a woman- Priest who died for 48 minutes claims,1227,2
Mexico Says Students Not Among Dead in Mass Grave,61,0
"If you really believed Colorado KFCs were selling pot, here’s a reality check",2447,0
Unconfirmed Reports Say UK Hostage Held By ISIS Found Innocent,695,0
Nigeria Claims Boko Haram Will Release the Kidnapped Schoolgirls,381,0
Man chops off own penis after being dumped by his girlfriend,125,0
"Israel opens dams, floods Gaza",289,0
How Canadian Sergeant-at-Arms Kevin Vickers killed shooter in parliament,1631,3
Obama Denounces James Foley's Execution: 'Today The Entire World Is Appalled',2296,0
"Vogue's Anna Wintour Pissed Off With New 1 World Trade Center Offices, Infested With Rats",304,0
Continuing Violence Puts Boko Haram Ceasefire In Jeopardy,557,3
Pentagon: ISIS Got U.S. Weapons Package,1363,1
ISIS Beheads American Journalist,2495,3
Meteor Leaves 40-Foot Crater Near Managua's Airport,1948,0
"The rapper, the hacker and the terror travel guide writer. Is one of these British extremists Jihadi John? Three potential Islamic State 'Beatles' emerge as MI5 'zeroes in' on murderer who beheaded U.S. journalist James Foley",626,0
The Chinese Guide to Avoiding a Bad English Name,2260,2
Report: Exec popped for $300k dinner after run at blackjack,832,0
"Big Bank Hank, US rapper and Sugarhill Gang founder member, dies at 57",752,0
Jilted lover chops off his penis after girlfriend dumps him,2496,1
"Islamic State, in video titled ""A Message to America,"" beheads American journalist James Wright Foley who was kidnapped in 2012",1549,0
Watch marine take sniper shot to the head and live,1239,0
Man cut off manhood and threw it in bin after girlfriend dumped him over small penis,1905,0
ISLAMIC STATE BEHEADS MISSING AMERICAN JOURNALIST JAMES WRIGHT FOLEY,7,0
"Would you pay $10,000 for the Apple Watch?",490,0
Report: Jose Canseco accidentally shot,1580,0
"See How This Homeless Man Spends A Hundred Dollars, And Keep A Tissue Handy [Video]",1787,0
"Fidel Castro Rumors Sweep Internet, but No Sign in Cuba",2399,3
Isis video claims to show beheading of British hostage David Haines,787,0
Michael Brown shooting audio caught on tape?,456,0
ISIS Militants Allegedly Contracted Ebola,267,0
Vandal paints penis on £1.5million Bugatti Veyron,442,0
Rumor Robert Plant Ripped Up $800 Million Contract To Reunite Led Zeppelin Called 'Rubbish',1277,0
Is There an ISIS Threat on the Texas-Mexico Border or Not?,2141,0
CNN plays chilling audio recording allegedly from Michael Brown shooting: “At least 11 shots”,900,0
Steve Jobs Biopic Eyes Seth Rogen to Play Apple Co-Founder Steve Wozniak,1825,0
"No, Banksy Didn't Create That 'Charlie Hebdo' Tribute Cartoon, But That Doesn't Mean You Can't Appreciate It",1857,0
Boko Haram 'ceasefire' doubts after attacks reported in Nigeria,2463,3
Amazon.com to open first physical store in Manhattan: DJ,1301,0
BREAKING: ISIS Beheads American Journalist James Wright Foley,1547,0
Sugarhill Gang’s Big Bank Hank dead at 57,1996,0
Is this the world's oldest burger? Man claims to have kept McDonald's Quarter Pounder for 20 YEARS,414,0
ISIS cracks down on five confirmed Ebola cases among fighters: official,2463,0
Fisherman lands 19 STONE catfish which could be biggest in world to be hooked,0,0
Guru who ordered 400 followers to be castrated 'so they could be closer to God' is investigated for grievous bodily harm in India,1909,3
Islamic State claims to have beheaded American journalist,1295,0
That Was Fast: Christian Bale Bails on Steve Jobs Biopic,591,1
Indian 'Rapist' Castrated By Angry Mob Who Hack Off Gentials With Meat Cleaver (GRAPHIC PICTURES),125,0
"Michael Zehaf-Bibeau, slain Ottawa shooter, had criminal record in Quebec, B.C.",1442,3
"James Wright Foley, Kidnapped Journalist, Apparently Executed by ISIS",1679,3
"Suspected meteorite leaves crater in Managua, is linked to asteroid",2154,3
Anyone for dog meat soup? Kim Jong-Un considers opening restaurant in Scotland selling North Korean delicacies,2148,3
MPs credit sergeant-at-arms for saving lives in Parliament Hill shootings,2113,3
Hospital Officials: Kansas City Patient Not Being Treated For Ebola,2125,0
New Audio Allegedly Captures Moment Michael Brown Was Shot,1252,0
Audio of gunfire in Michael Brown case authenticated by app company,649,0
They ate through the ceilings and pooped on the keyboards': Rats are 'taking over' Vogue's new World Trade Center office and Anna Wintour 'no longer wants to work there',2031,3
Homeland Security says terrorists haven't crossed U.S-Mexico border,1893,0
"Boko Haram leader denies ceasefire deal, says 200 abducted girls married off ",467,0
CNN Plays Alleged Recording of Michael Brown Shooting,2345,3
"Despite no Ebola case in Kansas City, the rumor goes viral",8,0
Nigeria says it has deal with Boko Haram to release kidnapped girls,1372,0
Unconfirmed reports saying ISIS UK Hostage David Haines Beheaded,2206,3
Nigeria: hopes for return of kidnapped schoolgirls rise after ceasefire reported,1540,3
Spider burrowed through tourist's stomach and up into his chest,1530,0
Journalist James Wright Foley reportedly beheaded by ISIS,539,0
"No, Pumpkin Spice Condoms Are Not A Real Thing",608,0
Biological Warfare on the Horizon? ISIS Soldiers May Be Infected With Ebola,1438,0
Macaulay Culkin Dead: Actor Once Again Victim Of Death Hoax,2252,0
Militant Group Says It Killed American Journalist in Syria,1116,3
Islamic State claims to have beheaded American journalist,2525,0
Update: Did Boston.com Make Up This Story About The Web Sheriff Ben Edelman Sending Racist Emails?,2509,0
Abdel-Majed Abdel Bary: London Rapper Identified As ISIS Militant Who Beheaded James Foley,125,0
"Islamic State Training Pilots in Military Jets, Monitors Say",1293,0
"No, ESPN is not having an all-male domestic violence panel tonight",2167,0
Kurds Deny Gill Rosenberg was in Kobane,2445,0
GOP Rep: ‘At Least Ten ISIS Fighters Have Been Caught Coming Across The Mexican Border’,1764,3
Nigeria Boko Haram blamed for raids despite truce claim,2192,0
Apple Watch won’t be the digital doctor it could have been,648,0
"Gill Rosenberg, former IDF soldier, possibly captured by ISIS while fighting with Kurds",1628,0
Jihadi John: Mohammed Emwazi named as masked man behind ISIS beheadings,1543,0
Islamic State claims it executed American photojournalist James Foley,2450,3
Al-Shabaab co-founder confirmed killed by US air strike in Somalia,2374,1
Lynch mob chop man's penis off after catching him allegedly trying to rape teenager,2297,0
U.S. Hostage Luke Somers Killed During Yemen Rescue Bid: Family,1251,0
ISIS Reportedly Beheads U.S. Journalist James Wright Foley on Camera,1574,0
"Jihadi John named as Mohammed Emwazi, from west London",1815,0
"ISIS Militants In Mosul Have Contracted Ebola, Iraqi Media Sources Claim",2180,3
80's Brat Pack star Judd Nelson forced to deny that he's dead after fake news story starts trending on social media,1155,0
Audio of gunfire in Michael Brown case authenticated by app company,971,0
Wife Of ISIS Leader Abu Bakr al-Baghdadi Detained In Lebanon,1471,0
Seth Rogen to Play Apple’s Steve Wozniak,2124,0
Meteorite leaves crater in Nicaraguan capital Managua,1795,0
Islamic Militants Post Video Claiming to Show Beheading of U.S. Journalist,1549,0
Pure Evil: Islamic State Beheads American Journalist James Wright Foley,682,0
Bali Awry,1826,0
ISIS Blasts 'Scorpion Bombs' At Civilian Areas In Iraq; Mosul Residents Living In Fear,2313,0
Missing American journalist reportedly beheaded by Islamic State,933,3
"No, a spider (probably) didn't crawl through a man's body for several days",1210,0
Video shows dramatic moment bullet strikes U.S. Marine’s head — and he survives thanks to kevlar helmet,2452,0
Small Meteorite Hits Managua,1817,0
SHOCK CLAIM: PGA Golfer Says Tiger Woods Is Suspended For Failed Drug Test,1198,0
Schoolboy who got electric shock from lamppost claims he now has magnetic powers,2147,0
"No, A Spider Did Not Burrow Under A Man's Skin And Live There For Days",1375,0
"Nigeria claims deal with Boko Haram on ceasefire, kidnapped girls",1139,3
New ISIS Video Shows Militants Seizing Weapons Airdropped By US Near Kobani,1572,0
Luke Somers 'killed in failed rescue attempt in Yemen',1253,0
CNN audio: Is this the moment Michael Brown was shot?,121,0
Isis claims to behead US journalist,2127,0
Indian worker sacked after going on leave for 24 years,2210,0
Christian Bale Won't Play Steve Jobs After All,2455,3
Nasa questions whether crater in Nicaragua caused by meteorite,220,0
Reports of missing Libyan planes raise 9/11 terror fears,126,0
"Boko Haram claims to have German hostage, denies ceasefire",1175,0
